 eventID,datetime,latitude,longitude,magnitude,mag_type,depth,phasecount,azimuth_gap,location,kategori_magnitude,mag_type_encoded,location_encoded
bmg2025oswz,2025-07-29 13:33:02.889238+00:00,-8.143710136413574,124.7845230102539,2.870750218783096,MLv,10,10.0,172.78622436523438,Timor Region,Ringan,2,36
bmg2025oswd,2025-07-29 13:07:47.073397+00:00,-5.324169635772705,103.36724853515624,3.407269239217918,MLv,30,42.0,156.29872131347656,"Southern Sumatra, Indonesia",Sedang,2,27
bmg2025osvt,2025-07-29 12:56:13.958693+00:00,-1.262290120124817,120.24217987060548,1.7597690871452707,MLv,10,12.0,121.41316604614258,"Sulawesi, Indonesia",Ringan,2,29
bmg2025ostv,2025-07-29 11:57:41.287638+00:00,2.450315237045288,127.231201171875,2.907378643057678,MLv,17,14.0,123.3722381591797,Northern Molucca Sea,Ringan,2,17
bmg2025ostq,2025-07-29 11:52:39.416142+00:00,-9.930986404418944,124.04331970214844,3.0114948057805915,MLv,21,18.0,110.79410552978516,Timor Region,Sedang,2,36
bmg2025osrv,2025-07-29 10:57:42.268503+00:00,2.0229921340942383,128.3766632080078,3.323183930270842,MLv,25,17.0,164.74423217773438,"Halmahera, Indonesia",Sedang,2,10
bmg2025osqk,2025-07-29 10:14:05.325775+00:00,-3.416446685791016,128.66055297851562,2.844502213268622,MLv,5,13.0,157.65162658691406,"Seram, Indonesia",Ringan,2,22
bmg2025osqi,2025-07-29 10:11:58.367903+00:00,-2.053246021270752,120.66656494140624,2.486089581793519,MLv,5,28.0,59.854736328125,"Sulawesi, Indonesia",Ringan,2,29
bmg2025ospy,2025-07-29 10:00:42.179830+00:00,-5.701474666595459,112.4060287475586,4.355325218008225,MLv,5,45.0,215.6301498413086,Java Sea,Sedang,2,11
bmg2025osku,2025-07-29 07:24:22.277003+00:00,-2.0545053482055664,120.68858337402344,2.55261615026368,MLv,5,22.0,74.97140502929688,"Sulawesi, Indonesia",Ringan,2,29
bmg2025osio,2025-07-29 06:16:26.937961+00:00,-2.922326803207397,101.27814483642578,3.140406867160084,MLv,46,23.0,206.2465667724609,"Southern Sumatra, Indonesia",Sedang,2,27
bmg2025osib,2025-07-29 06:01:22.219770+00:00,-8.179595947265625,123.02448272705078,2.9667446686870504,MLv,22,21.0,197.09813690185547,"Flores Region, Indonesia",Ringan,2,8
bmg2025osha,2025-07-29 05:30:13.451022+00:00,-9.309545516967772,124.84708404541016,3.676643809494757,MLv,8,27.0,155.16285705566406,Timor Region,Sedang,2,36
bmg2025osga,2025-07-29 04:59:55.348148+00:00,5.168720722198486,96.18272399902344,2.4280446039670256,MLv,5,23.0,116.09832382202148,"Northern Sumatra, Indonesia",Ringan,2,18
bmg2025osft,2025-07-29 04:51:20.315545+00:00,-1.5906403064727783,138.94728088378906,4.107357986162149,MLv,10,11.0,224.01377868652344,Near North Coast of West Papua,Sedang,2,15
bmg2025oscn,2025-07-29 03:13:36.512924+00:00,-2.0419604778289795,120.64154052734376,2.880051773690564,MLv,5,24.0,54.47032165527344,"Sulawesi, Indonesia",Ringan,2,29
bmg2025osac,2025-07-29 02:00:09.212650+00:00,-4.576480865478516,120.03814697265624,2.201893298488081,MLv,5,19.0,97.60519409179688,"Sulawesi, Indonesia",Ringan,2,29
bmg2025osab,2025-07-29 01:58:31.847785+00:00,-2.0305225849151607,120.66764068603516,2.0801266006008827,MLv,5,15.0,121.86018753051758,"Sulawesi, Indonesia",Ringan,2,29
bmg2025orzo,2025-07-29 01:43:27.672866+00:00,-8.069640159606934,119.8661651611328,2.9970625483994104,MLv,12,26.0,121.93352699279784,"Flores Region, Indonesia",Ringan,2,8
bmg2025orym,2025-07-29 01:10:23.173194+00:00,-2.0436604022979736,120.64627838134766,2.774157422396605,MLv,5,38.0,43.67005157470703,"Sulawesi, Indonesia",Ringan,2,29
bmg2025orrv,2025-07-28 21:49:25.249351+00:00,-2.675355195999145,121.06824493408205,1.9304845705525773,MLv,8,15.0,215.7548217773437,"Sulawesi, Indonesia",Ringan,2,29
bmg2025orqr,2025-07-28 21:13:44.329447+00:00,-0.5259675979614258,123.9817352294922,3.349030487488492,MLv,5,30.0,100.11675262451172,"Minahassa Peninsula, Sulawesi",Sedang,2,13
bmg2025orqg,2025-07-28 21:02:01.518361+00:00,-2.0396528244018555,120.63518524169922,2.754346457562828,MLv,5,50.0,45.79994201660156,"Sulawesi, Indonesia",Ringan,2,29
bmg2025orqc,2025-07-28 20:56:25.404759+00:00,-2.0262513160705566,120.66165924072266,1.8029923065298448,MLv,5,14.0,83.10154986381531,"Sulawesi, Indonesia",Ringan,2,29
bmg2025orpr,2025-07-28 20:43:51.988241+00:00,1.0531327724456787,99.56466674804688,2.283270183620088,MLv,5,20.0,105.17962646484376,"Northern Sumatra, Indonesia",Ringan,2,18
bmg2025orog,2025-07-28 20:00:55.835850+00:00,-2.0476186275482178,120.62174224853516,2.294423089276844,MLv,5,33.0,61.67132568359375,"Sulawesi, Indonesia",Ringan,2,29
bmg2025orni,2025-07-28 19:33:03.944960+00:00,0.2788091003894806,110.3608627319336,2.9537762200656865,MLv,5,9.0,116.5257110595703,Borneo,Ringan,2,4
bmg2025ornd,2025-07-28 19:26:31.430848+00:00,-2.3469300270080566,120.94740295410156,2.345862577735765,MLv,7,22.0,66.41484451293945,"Sulawesi, Indonesia",Ringan,2,29
bmg2025ormq,2025-07-28 19:12:21.158491+00:00,-2.0192534923553467,120.5955581665039,2.57267090318822,MLv,5,35.0,62.2750244140625,"Sulawesi, Indonesia",Ringan,2,29
bmg2025orme,2025-07-28 18:58:06.890673+00:00,4.388798236846924,126.38563537597656,3.3734051440795816,MLv,12,9.0,208.25320434570312,"Talaud Islands, Indonesia",Sedang,2,34
bmg2025orma,2025-07-28 18:52:53.903768+00:00,-1.8623957633972168,133.15843200683594,3.041405393354196,MLv,5,11.0,81.06697654724121,"West Papua Region, Indonesia",Sedang,2,38
bmg2025orlk,2025-07-28 18:34:45.804261+00:00,-1.839098334312439,133.1001434326172,3.306365213194683,MLv,11,17.0,83.73861503601074,"West Papua Region, Indonesia",Sedang,2,38
bmg2025orkm,2025-07-28 18:06:32.733725+00:00,-2.0491504669189453,120.61971282958984,2.11464551402012,MLv,5,31.0,61.78700256347656,"Sulawesi, Indonesia",Ringan,2,29
bmg2025orkl,2025-07-28 18:05:20.289945+00:00,-8.231471061706543,118.29849243164062,2.7483340339429394,MLv,10,33.0,127.9487762451172,"Sumbawa Region, Indonesia",Ringan,2,32
bmg2025orjn,2025-07-28 17:37:25.703953+00:00,-2.0268542766571045,120.65825653076172,2.0944113819261068,MLv,5,24.0,102.14854431152344,"Sulawesi, Indonesia",Ringan,2,29
bmg2025orjc,2025-07-28 17:24:42.375515+00:00,-8.23155689239502,118.29165649414062,2.8359394841416283,MLv,10,29.0,136.33454132080078,"Sumbawa Region, Indonesia",Ringan,2,32
bmg2025oris,2025-07-28 17:12:28.603022+00:00,-2.9101665019989014,130.13192749023438,2.773257729348171,MLv,11,24.0,69.55877685546875,"Seram, Indonesia",Ringan,2,22
bmg2025orip,2025-07-28 17:09:29.533356+00:00,1.0570064783096311,99.48664855957033,2.4272360428117064,MLv,5,18.0,107.1059684753418,"Northern Sumatra, Indonesia",Ringan,2,18
bmg2025orio,2025-07-28 17:07:55.517867+00:00,1.0707132816314695,99.49352264404295,2.23900524940675,MLv,5,18.0,117.61293029785156,"Northern Sumatra, Indonesia",Ringan,2,18
bmg2025orhl,2025-07-28 16:35:00.783988+00:00,-2.0487091541290283,120.6379165649414,2.3876406469407105,MLv,5,29.0,60.99142456054688,"Sulawesi, Indonesia",Ringan,2,29
bmg2025orgp,2025-07-28 16:09:15.154346+00:00,-9.026200294494627,110.40436553955078,3.2791029554890034,MLv,5,33.0,279.6299018859864,"South of Java, Indonesia",Sedang,2,24
bmg2025orgj,2025-07-28 16:01:54.430985+00:00,-7.87654972076416,117.46224212646484,2.684014523829937,MLv,11,26.0,215.3089904785156,Bali Sea,Ringan,2,2
bmg2025orgg,2025-07-28 15:57:58.244106+00:00,-1.6530102491378784,100.27433013916016,2.9097626759147204,MLv,25,28.0,56.51339721679688,"Southern Sumatra, Indonesia",Ringan,2,27
bmg2025ordt,2025-07-28 14:42:29.421220+00:00,-2.034886360168457,120.62994384765624,1.967653109214432,MLv,5,25.0,91.31166458129884,"Sulawesi, Indonesia",Ringan,2,29
bmg2025ordm,2025-07-28 14:34:56.252307+00:00,-2.024555921554565,120.58763122558594,2.911070095870599,MLv,5,53.0,40.70846557617188,"Sulawesi, Indonesia",Ringan,2,29
bmg2025ordg,2025-07-28 14:27:04.093014+00:00,-1.817014217376709,133.10284423828125,4.140439818796658,MLv,22,27.0,76.46918678283691,"West Papua Region, Indonesia",Sedang,2,38
bmg2025orcl,2025-07-28 14:02:17.646751+00:00,-2.0716345310211186,120.64776611328124,1.6065668318836532,MLv,5,15.0,136.04761934280396,"Sulawesi, Indonesia",Ringan,2,29
bmg2025orcj,2025-07-28 14:00:57.232563+00:00,-2.065460205078125,120.66100311279295,1.6213705912839835,MLv,5,13.0,139.50902843475342,"Sulawesi, Indonesia",Ringan,2,29
bmg2025orcc,2025-07-28 13:51:24.986642+00:00,-0.1755630820989608,130.5543975830078,3.384398539006862,MLv,8,26.0,119.3950958251953,"West Papua Region, Indonesia",Sedang,2,38
bmg2025orcb,2025-07-28 13:50:39.298953+00:00,-9.259894371032717,124.06493377685548,2.915826806882853,MLv,5,19.0,70.79936981201172,Timor Region,Ringan,2,36
bmg2025orab,2025-07-28 12:50:49.205022+00:00,-2.056149959564209,120.65009307861328,2.800164782910882,MLv,8,34.0,52.97372436523438,"Sulawesi, Indonesia",Ringan,2,29
bmg2025oqus,2025-07-28 10:08:16.828115+00:00,2.647538185119629,127.46491241455078,3.223386236517707,MLv,8,14.0,149.24465942382812,Northern Molucca Sea,Sedang,2,17
bmg2025oque,2025-07-28 09:52:28.735323+00:00,-2.074036121368408,120.63477325439452,2.4521246558268377,MLv,9,19.0,64.13092041015625,"Sulawesi, Indonesia",Ringan,2,29
bmg2025oqsq,2025-07-28 09:05:24.410135+00:00,-2.079921245574951,120.64717864990234,1.980767041269916,MLv,7,17.0,118.1446075439453,"Sulawesi, Indonesia",Ringan,2,29
bmg2025oqse,2025-07-28 08:51:12.858310+00:00,-2.035853147506713,120.5986557006836,3.66323259887504,Mw,10,17.0,156.5841719552172,"Sulawesi, Indonesia",Sedang,4,29
bmg2025oqrq,2025-07-28 08:35:38.931419+00:00,-2.0503854751586914,120.63539123535156,2.7188892667738265,MLv,5,19.0,64.38505554199219,"Sulawesi, Indonesia",Ringan,2,29
bmg2025oqri,2025-07-28 08:25:22.120762+00:00,-1.5235744714736938,120.75659942626952,1.943471468137887,MLv,28,14.0,125.11309432983398,"Sulawesi, Indonesia",Ringan,2,29
bmg2025oqpe,2025-07-28 07:20:25.687775+00:00,-2.024065494537353,120.62008666992188,1.6931370897974938,MLv,8,9.0,142.0050754547119,"Sulawesi, Indonesia",Ringan,2,29
bmg2025oqjw,2025-07-28 04:38:58.526500+00:00,-3.035893440246582,130.76422119140625,4.565746441041711,MLv,5,37.0,85.17538452148438,"Seram, Indonesia",Sedang,2,22
bmg2025oqjv,2025-07-28 04:38:54.311588+00:00,-1.242958426475525,120.2691879272461,2.2203947996752,MLv,5,10.0,123.39520645141602,"Sulawesi, Indonesia",Ringan,2,29
bmg2025oqhr,2025-07-28 03:33:30.751741+00:00,-2.033235549926758,120.66129302978516,2.574905697490226,MLv,5,18.0,108.35977554321288,"Sulawesi, Indonesia",Ringan,2,29
bmg2025oqhl,2025-07-28 03:26:43.940183+00:00,-2.895078659057617,129.92849731445312,2.804782505051921,MLv,23,9.0,114.27068328857422,"Seram, Indonesia",Ringan,2,22
bmg2025oqdl,2025-07-28 01:24:41.038552+00:00,-9.504142761230469,117.78341674804688,2.726492799175789,MLv,19,18.0,205.22010040283203,"Sumbawa Region, Indonesia",Ringan,2,32
bmg2025oqcw,2025-07-28 01:08:04.688915+00:00,-2.039550542831421,120.65898895263672,2.277840804131671,MLv,5,11.0,152.70606756210327,"Sulawesi, Indonesia",Ringan,2,29
bmg2025oqat,2025-07-28 00:03:09.862525+00:00,-7.237993717193604,105.45040130615234,3.400543831820327,MLv,15,11.0,270.2711181640625,"Java, Indonesia",Sedang,2,12
bmg2025oqam,2025-07-27 23:55:20.278410+00:00,0.0658473819494247,126.69960021972656,4.390901685920587,Mw(mB),29,47.0,45.56779670715332,Northern Molucca Sea,Sedang,5,17
bmg2025oqaa,2025-07-27 23:41:19.436415+00:00,-2.0548057556152344,120.64137268066406,3.039721757843275,MLv,5,23.0,60.9453125,"Sulawesi, Indonesia",Sedang,2,29
bmg2025opxg,2025-07-27 22:17:56.374983+00:00,1.4406787157058716,128.45909118652344,2.672396906673305,MLv,5,7.0,196.10128784179688,"Halmahera, Indonesia",Ringan,2,10
bmg2025opwq,2025-07-27 21:58:25.764083+00:00,-3.013638973236084,129.19497680664062,2.526308634567421,MLv,13,9.0,88.69602966308594,"Seram, Indonesia",Ringan,2,22
bmg2025opwn,2025-07-27 21:55:18.654835+00:00,-2.0391557216644287,120.64183044433594,2.4857662368754387,MLv,5,29.0,60.66154479980469,"Sulawesi, Indonesia",Ringan,2,29
bmg2025opwk,2025-07-27 21:51:15.600214+00:00,1.7100833654403689,127.05758666992188,3.2005400621507114,MLv,27,19.0,137.503662109375,"Halmahera, Indonesia",Sedang,2,10
bmg2025opwf,2025-07-27 21:45:39.975428+00:00,-2.040029525756836,120.61846160888672,2.002425022100527,MLv,5,21.0,74.3971061706543,"Sulawesi, Indonesia",Ringan,2,29
bmg2025opvm,2025-07-27 21:23:30.804282+00:00,-8.570343971252441,125.85118103027344,3.328738210195444,MLv,5,19.0,294.613037109375,Timor Region,Sedang,2,36
bmg2025opsf,2025-07-27 19:44:32.855082+00:00,-6.579968452453613,104.5799560546875,2.91041991531294,MLv,9,22.0,238.4391250610352,"Sunda Strait, Indonesia",Ringan,2,33
bmg2025oprr,2025-07-27 19:28:30.716514+00:00,-2.0128068923950195,120.69406127929688,3.4004010164824745,MLv,5,51.0,38.16685485839844,"Sulawesi, Indonesia",Sedang,2,29
bmg2025opqv,2025-07-27 19:02:52.184643+00:00,-1.301090955734253,120.0108871459961,1.4894807452726149,MLv,7,8.0,103.82730102539062,"Sulawesi, Indonesia",Ringan,2,29
bmg2025opqm,2025-07-27 18:51:34.515043+00:00,-2.288198709487915,120.6639404296875,2.0027414692077605,MLv,10,16.0,78.97065734863281,"Sulawesi, Indonesia",Ringan,2,29
bmg2025opqj,2025-07-27 18:48:21.084195+00:00,-2.073737144470215,120.6759033203125,1.8327683170783744,MLv,10,18.0,81.75866163894534,"Sulawesi, Indonesia",Ringan,2,29
bmg2025oppe,2025-07-27 18:12:19.479589+00:00,-2.072062492370605,120.6166763305664,2.4927986653106617,MLv,10,33.0,62.315673828125,"Sulawesi, Indonesia",Ringan,2,29
bmg2025opox,2025-07-27 18:03:55.441512+00:00,-1.9990448951721191,120.7378921508789,1.97775410020326,MLv,10,16.0,104.01910400390624,"Sulawesi, Indonesia",Ringan,2,29
bmg2025opof,2025-07-27 17:42:50.430040+00:00,-2.077840805053711,120.65941619873048,2.2264223105129584,MLv,10,21.0,60.53038024902344,"Sulawesi, Indonesia",Ringan,2,29
bmg2025opmv,2025-07-27 17:01:00.408831+00:00,-0.9222119450569152,134.30886840820312,3.197179432468241,MLv,24,12.0,196.81797790527344,"West Papua Region, Indonesia",Sedang,2,38
bmg2025opla,2025-07-27 16:06:02.285874+00:00,-0.5491048693656921,129.90040588378906,3.0582181670594624,MLv,23,23.0,66.24270629882812,"Halmahera, Indonesia",Sedang,2,10
bmg2025opii,2025-07-27 14:45:00.814190+00:00,-8.387388229370117,121.51799774169922,2.045119238430006,MLv,16,18.0,190.0787734985352,"Flores Region, Indonesia",Ringan,2,8
bmg2025ophy,2025-07-27 14:33:35.784079+00:00,0.865182876586914,99.7987289428711,2.253035478008414,MLv,10,16.0,141.7393341064453,"Northern Sumatra, Indonesia",Ringan,2,18
bmg2025ophu,2025-07-27 14:29:01.128607+00:00,-8.760749816894531,118.85072326660156,2.0293696454944588,MLv,10,21.0,95.97633361816406,"Sumbawa Region, Indonesia",Ringan,2,32
bmg2025ophs,2025-07-27 14:26:35.143561+00:00,-8.770286560058594,118.8605499267578,2.4839304248878964,MLv,10,31.0,95.96125793457033,"Sumbawa Region, Indonesia",Ringan,2,32
bmg2025opho,2025-07-27 14:21:08.588336+00:00,-8.756155014038086,118.86021423339844,2.1253637643416994,MLv,10,27.0,93.43026733398438,"Sumbawa Region, Indonesia",Ringan,2,32
bmg2025opgw,2025-07-27 14:01:09.609954+00:00,-2.067168951034546,120.65962982177734,2.5215502308735087,MLv,10,23.0,60.36141967773438,"Sulawesi, Indonesia",Ringan,2,29
bmg2025opfs,2025-07-27 13:25:05.537246+00:00,-2.006446361541748,120.6684799194336,3.352106580592763,MLv,10,63.0,38.55670166015625,"Sulawesi, Indonesia",Sedang,2,29
bmg2025opfo,2025-07-27 13:21:18.256848+00:00,-8.771409034729004,118.85701751708984,2.3223228608017297,MLv,10,29.0,92.37254333496094,"Sumbawa Region, Indonesia",Ringan,2,32
bmg2025opfh,2025-07-27 13:12:20.905723+00:00,-8.328149795532227,121.64463806152344,1.648742999548072,MLv,5,8.0,260.2515563964844,"Flores Region, Indonesia",Ringan,2,8
bmg2025opep,2025-07-27 12:51:27.966112+00:00,-0.6023555994033813,123.31363677978516,3.262375317911183,MLv,5,27.0,124.25391387939452,"Minahassa Peninsula, Sulawesi",Sedang,2,13
bmg2025opbw,2025-07-27 11:29:30.565914+00:00,-7.497220993041992,130.04086303710938,3.9826376854362704,MLv,13,11.0,169.72042846679688,"Tanimbar Islands Region, Indonesia",Sedang,2,35
bmg2025oozx,2025-07-27 10:29:17.448577+00:00,-8.69215202331543,110.24869537353516,3.35836184450798,MLv,22,49.0,212.476303100586,"Java, Indonesia",Sedang,2,12
bmg2025ooyg,2025-07-27 09:39:44.424056+00:00,-2.0834214687347408,120.70421600341795,3.1850303238096083,MLv,5,35.0,48.45248794555664,"Sulawesi, Indonesia",Sedang,2,29
bmg2025oowy,2025-07-27 08:59:32.656525+00:00,-2.081456184387207,120.69468688964844,2.297281486681565,MLv,5,18.0,101.29531860351562,"Sulawesi, Indonesia",Ringan,2,29
bmg2025ootn,2025-07-27 07:16:34.540537+00:00,-2.060141324996948,120.69817352294922,2.214963661558351,MLv,6,21.0,70.77641296386719,"Sulawesi, Indonesia",Ringan,2,29
bmg2025ootj,2025-07-27 07:11:49.531318+00:00,-2.045239210128784,120.6490478515625,2.6866061228474485,MLv,5,27.0,60.4599609375,"Sulawesi, Indonesia",Ringan,2,29
bmg2025oooz,2025-07-27 04:58:25.946141+00:00,1.0526069402694702,121.8271026611328,2.460209025638372,MLv,22,9.0,171.73883056640625,"Minahassa Peninsula, Sulawesi",Ringan,2,13
bmg2025oonb,2025-07-27 04:00:29.226095+00:00,-2.0463011264801025,120.69329833984376,2.00842880361514,MLv,10,15.0,148.63462829589844,"Sulawesi, Indonesia",Ringan,2,29
bmg2025ooml,2025-07-27 03:41:54.996714+00:00,-1.6129603385925293,119.44912719726562,2.073930711272208,MLv,10,12.0,189.78405380249023,"Sulawesi, Indonesia",Ringan,2,29
bmg2025oolx,2025-07-27 03:25:40.194644+00:00,-2.30790638923645,140.299560546875,3.1349894666500986,MLv,10,9.0,238.8183135986328,Near North Coast of West Papua,Sedang,2,15
bmg2025oolm,2025-07-27 03:12:22.987243+00:00,-6.512843132019043,130.8527374267578,4.152959313430436,MLv,29,23.0,133.33175659179688,Banda Sea,Sedang,2,3
bmg2025oolg,2025-07-27 03:05:58.384961+00:00,-2.061306953430176,120.66587829589844,2.5920219451187965,MLv,10,21.0,61.69206237792969,"Sulawesi, Indonesia",Ringan,2,29
bmg2025ookv,2025-07-27 02:52:53.367613+00:00,-2.0875985622406006,120.68496704101562,2.905921409386885,MLv,10,22.0,59.58137512207031,"Sulawesi, Indonesia",Ringan,2,29
bmg2025oojq,2025-07-27 02:16:13.305777+00:00,-1.268827199935913,120.17252349853516,1.775098786798066,MLv,10,15.0,84.99483489990234,"Sulawesi, Indonesia",Ringan,2,29
bmg2025oojn,2025-07-27 02:13:04.848096+00:00,0.9106925129890442,127.64320373535156,2.4933740968544265,MLv,10,14.0,83.38079071044922,"Halmahera, Indonesia",Ringan,2,10
bmg2025oojf,2025-07-27 02:03:01.792733+00:00,-2.055222988128662,120.64087677001952,2.2268167865985924,MLv,10,19.0,74.52632141113281,"Sulawesi, Indonesia",Ringan,2,29
bmg2025ooif,2025-07-27 01:33:13.792668+00:00,-0.5985769033432007,123.2945556640625,2.9015363003767005,MLv,24,14.0,122.7730941772461,"Minahassa Peninsula, Sulawesi",Ringan,2,13
bmg2025ooic,2025-07-27 01:30:17.514927+00:00,4.474034309387207,96.54383850097656,1.968900049833554,MLv,10,10.0,104.95320129394533,"Northern Sumatra, Indonesia",Ringan,2,18
bmg2025oohc,2025-07-27 00:59:31.652447+00:00,-2.073089122772217,120.654052734375,2.977896078286783,MLv,10,32.0,60.68994140625,"Sulawesi, Indonesia",Ringan,2,29
bmg2025oogp,2025-07-27 00:44:44.507926+00:00,-1.973669052124024,120.68453216552734,1.913173170371911,MLv,10,11.0,162.8339080810547,"Sulawesi, Indonesia",Ringan,2,29
bmg2025oogk,2025-07-27 00:38:07.396168+00:00,-2.0935254096984863,120.63733673095705,2.4636082069569336,MLv,10,19.0,79.89942932128906,"Sulawesi, Indonesia",Ringan,2,29
bmg2025oofc,2025-07-26 23:58:21.547213+00:00,-8.338069915771484,109.07456970214844,3.263934976399628,MLv,35,39.0,217.4060287475586,"Java, Indonesia",Sedang,2,12
bmg2025ooeo,2025-07-26 23:42:16.205437+00:00,-8.271553039550781,117.9825897216797,4.098262906228606,MLv,10,60.0,88.72356605529785,"Sumbawa Region, Indonesia",Sedang,2,32
bmg2025ooeh,2025-07-26 23:33:48.629599+00:00,-2.035627603530884,120.69203186035156,1.8472370246871173,MLv,10,8.0,162.40847778320312,"Sulawesi, Indonesia",Ringan,2,29
bmg2025ooee,2025-07-26 23:30:51.850522+00:00,-2.057614326477051,120.65857696533205,2.449069929042033,MLv,10,18.0,80.22783017158508,"Sulawesi, Indonesia",Ringan,2,29
bmg2025ooea,2025-07-26 23:26:24.646879+00:00,4.620257377624512,97.2195816040039,3.3753361054651454,MLv,10,22.0,85.95703506469727,"Northern Sumatra, Indonesia",Sedang,2,18
bmg2025oocs,2025-07-26 22:46:23.312665+00:00,-2.8599658012390137,127.6483383178711,3.0624701414038813,MLv,10,11.0,124.36631774902344,Ceram Sea,Sedang,2,7
bmg2025oobe,2025-07-26 22:00:00.438540+00:00,-2.040766716003418,120.65876007080078,1.9550478118559464,MLv,10,11.0,81.49530339241028,"Sulawesi, Indonesia",Ringan,2,29
bmg2025onys,2025-07-26 20:45:54.248909+00:00,-10.311087608337402,119.12439727783205,3.084705338825302,MLv,19,33.0,207.81623077392567,"Sumba Region, Indonesia",Sedang,2,31
bmg2025onyj,2025-07-26 20:35:01.448929+00:00,-1.2481787204742432,120.2642822265625,1.3870024444537985,MLv,10,7.0,152.56000900268555,"Sulawesi, Indonesia",Ringan,2,29
bmg2025onxx,2025-07-26 20:21:14.023535+00:00,-2.043231010437012,120.6530303955078,2.0752956148700195,MLv,10,9.0,129.31788635253906,"Sulawesi, Indonesia",Ringan,2,29
bmg2025onxq,2025-07-26 20:12:36.762278+00:00,0.7833168506622314,118.684326171875,3.012774385094622,MLv,10,18.0,133.90069580078125,Borneo,Sedang,2,4
bmg2025onxk,2025-07-26 20:05:42.456919+00:00,-2.04965615272522,120.68951416015624,1.671530394699876,MLv,5,10.0,161.00665283203125,"Sulawesi, Indonesia",Ringan,2,29
bmg2025onxh,2025-07-26 20:02:15.390959+00:00,-6.953430652618408,105.6520767211914,3.625603261981228,MLv,26,36.0,205.1147994995117,"Sunda Strait, Indonesia",Sedang,2,33
bmg2025onwr,2025-07-26 19:42:59.084276+00:00,-2.014166116714477,120.64385986328124,2.9891801185516025,MLv,5,25.0,60.13320922851562,"Sulawesi, Indonesia",Ringan,2,29
bmg2025onwp,2025-07-26 19:40:44.695950+00:00,-2.060493469238281,120.68209075927734,1.888512908413296,MLv,5,14.0,85.44178771972656,"Sulawesi, Indonesia",Ringan,2,29
bmg2025onwd,2025-07-26 19:27:23.363111+00:00,3.156283378601074,127.97731018066406,3.8722581912338256,MLv,10,23.0,166.9046173095703,"Talaud Islands, Indonesia",Sedang,2,34
bmg2025onwb,2025-07-26 19:25:07.381855+00:00,-8.721877098083496,110.2508773803711,2.638430167287845,MLv,23,17.0,273.8071174621582,"Java, Indonesia",Ringan,2,12
bmg2025onuw,2025-07-26 18:48:07.792816+00:00,-2.156418800354004,119.26416015625,3.222852044044852,MLv,6,43.0,147.06947326660156,"Sulawesi, Indonesia",Sedang,2,29
bmg2025onuf,2025-07-26 18:29:12.529252+00:00,0.7690724730491638,118.69029998779295,4.05855366356971,MLv,7,44.0,80.45816040039062,Borneo,Sedang,2,4
bmg2025onsw,2025-07-26 17:47:43.266844+00:00,0.4281016588211059,124.84529876708984,3.175602929105901,MLv,10,23.0,101.08255767822266,"Minahassa Peninsula, Sulawesi",Sedang,2,13
bmg2025onsh,2025-07-26 17:30:11.834474+00:00,-3.674103975296021,100.94400787353516,3.048708434383641,MLv,5,20.0,213.9517822265625,"Southern Sumatra, Indonesia",Sedang,2,27
bmg2025onpc,2025-07-26 15:54:02.094812+00:00,-1.91103458404541,120.40616607666016,2.4893455151612844,MLv,5,26.0,66.47181701660156,"Sulawesi, Indonesia",Ringan,2,29
bmg2025onok,2025-07-26 15:33:20.418842+00:00,-2.0297105312347408,120.64251708984376,2.427880110728988,MLv,5,19.0,79.2703046798706,"Sulawesi, Indonesia",Ringan,2,29
bmg2025onoj,2025-07-26 15:31:46.623589+00:00,-2.035048246383667,120.64703369140624,2.229955132268936,MLv,5,19.0,75.37985229492188,"Sulawesi, Indonesia",Ringan,2,29
bmg2025onoi,2025-07-26 15:30:25.865840+00:00,-2.03213119506836,120.62195587158205,2.1458735478690083,MLv,5,17.0,90.73237991333008,"Sulawesi, Indonesia",Ringan,2,29
bmg2025onkf,2025-07-26 13:25:26.238106+00:00,-2.053197145462036,120.65804290771484,2.6548974737336524,MLv,5,22.0,72.88838195800781,"Sulawesi, Indonesia",Ringan,2,29
bmg2025onfy,2025-07-26 11:16:30.426111+00:00,-0.3890126347541809,131.59194946289062,2.455482118762054,MLv,9,9.0,173.34798431396484,"West Papua Region, Indonesia",Ringan,2,38
bmg2025ondd,2025-07-26 09:51:29.367301+00:00,-7.887650966644287,116.96018981933594,3.159895968678353,MLv,19,24.0,214.17850494384768,Bali Sea,Sedang,2,2
bmg2025oncd,2025-07-26 09:20:34.522943+00:00,-0.4529151916503906,131.53294372558594,2.7640206968813006,MLv,5,11.0,164.2934112548828,"West Papua Region, Indonesia",Ringan,2,38
bmg2025onbd,2025-07-26 08:50:42.377856+00:00,-6.275724411010742,103.7166748046875,4.75364183731358,MLv,10,45.0,196.31542205810547,"Southwest of Sumatra, Indonesia",Sedang,2,28
bmg2025onad,2025-07-26 08:20:47.699537+00:00,-2.0499744415283203,120.69537353515624,2.627682419648628,MLv,5,17.0,125.69089126586914,"Sulawesi, Indonesia",Ringan,2,29
bmg2025omyx,2025-07-26 07:43:28.100212+00:00,-2.032660961151123,120.68431854248048,2.3819295764202644,MLv,5,16.0,112.54248046875,"Sulawesi, Indonesia",Ringan,2,29
